unique_customer_id,email,contact_no,first_order
70.0,8533748707501850@email.com,9807661358635540.0,23/09/2016 23:00:58
71.0,2255752191618510@email.com,3648754065762630.5,24/09/2016 13:05:27
71.0,5414941184996500@email.com,3648754065762630.5,24/09/2016 13:05:27
71.0,8994772777467550@email.com,3648754065762630.5,24/09/2016 13:05:27
71.0,3922233495182260@email.com,3648754065762630.5,24/09/2016 13:05:27
72.0,3619220581058150@email.com,8681112221810280.0,24/09/2016 14:34:18
72.0,9822951148404040@email.com,3838540963713390.5,24/09/2016 14:34:18
72.0,3737985456920970@email.com,8681112221810280.0,24/09/2016 14:34:18
72.0,9218362103509770@email.com,8681112221810280.0,24/09/2016 14:34:18
73.0,3497930329861670@email.com,7014352442878570.0,24/09/2016 16:18:09
74.0,2682967562848870@email.com,7120536203319080.0,24/09/2016 16:26:38
74.0,2682967562848870@email.com,8146299703072520.0,24/09/2016 16:26:38
74.0,2682967562848870@email.com,8146299703072520.0,24/09/2016 16:26:38
74.0,2682967562848870@email.com,1017612879076770.0,24/09/2016 16:26:38
74.0,2793870767412500@email.com,8146299703072520.0,24/09/2016 16:26:38
74.0,9138870738617000@email.com,7120536203319080.0,24/09/2016 16:26:38
75.0,8926123079708980@email.com,1368589375561290.0,24/09/2016 19:17:01
75.0,8926123079708980@email.com,1368589375561290.0,24/09/2016 19:17:01
76.0,9332401616224420@email.com,9145350321124420.0,24/09/2016 19:55:45
77.0,9306174944035880@email.com,9937054049865390.0,24/09/2016 20:52:51
78.0,1683002367187650@email.com,9764147140926380.0,24/09/2016 22:09:00
78.0,1633153332012260@email.com,9764147140926380.0,24/09/2016 22:09:00
79.0,3799378042317790@email.com,5408292141249230.0,25/09/2016 12:30:06
79.0,5913202657507930@email.com,3860102676477329.5,25/09/2016 12:30:06
79.0,7431882793525360@email.com,3860102676477329.5,25/09/2016 12:30:06
79.0,6043759559802720@email.com,3860102676477329.5,25/09/2016 12:30:06
80.0,5481980987189060@email.com,8758632708180720.0,25/09/2016 18:36:02
80.0,6377444986700810@email.com,8758632708180720.0,25/09/2016 18:36:02
81.0,6668019494284390@email.com,9795171827804280.0,25/09/2016 21:03:01
81.0,6668019494284390@email.com,9795171827804280.0,25/09/2016 21:03:01
81.0,6141991938352510@email.com,5254404691229690.0,25/09/2016 21:03:01
81.0,8504942407698350@email.com,9795171827804280.0,25/09/2016 21:03:01
81.0,8387688936876110@email.com,9795171827804280.0,25/09/2016 21:03:01
81.0,6668019494284390@email.com,5254404691229690.0,25/09/2016 21:03:01
81.0,6668019494284390@email.com,9795171827804280.0,25/09/2016 21:03:01
81.0,6668019494284390@email.com,5889676350531030.0,25/09/2016 21:03:01
81.0,9551247007278660@email.com,5254404691229690.0,25/09/2016 21:03:01
81.0,1027096276757120@email.com,5254404691229690.0,25/09/2016 21:03:01
82.0,3942498952173360@email.com,9216765365117920.0,26/09/2016 12:11:23
83.0,7769370294412760@email.com,6894893915622380.0,26/09/2016 15:38:37
83.0,9443380026148910@email.com,6894893915622380.0,26/09/2016 15:38:37
83.0,9459977644064330@email.com,6894893915622380.0,26/09/2016 15:38:37
83.0,7086133121228910@email.com,6894893915622380.0,26/09/2016 15:38:37
84.0,,6428891761478920.0,26/09/2016 23:16:04
84.0,3901425834725810@email.com,6428891761478920.0,26/09/2016 23:16:04
85.0,8418433176122030@email.com,2034014016201360.0,27/09/2016 11:58:16
86.0,9289320965073700@email.com,5226064269531000.0,28/09/2016 15:30:08
87.0,5007110512398830@email.com,9980825237692880.0,28/09/2016 20:09:19
87.0,5896100768889820@email.com,9980825237692880.0,28/09/2016 20:09:19
88.0,5057321117567880@email.com,8871825571474920.0,29/09/2016 14:34:20
89.0,1092309849485940@email.com,9418112379898100.0,29/09/2016 21:33:49
89.0,8699305797861290@email.com,9418112379898100.0,29/09/2016 21:33:49
90.0,9186594442091170@email.com,5777572879008930.0,29/09/2016 21:50:34
91.0,5725365918232610@email.com,5881767567061660.0,29/09/2016 22:37:40
92.0,1987634023356620@email.com,7983295843013970.0,29/09/2016 22:53:20
93.0,2364745049026420@email.com,4618672973420720.0,30/09/2016 19:34:41
94.0,1033496192402450@email.com,8624709418458499.0,30/09/2016 20:11:17
94.0,9058161106751890@email.com,8624709418458499.0,30/09/2016 20:11:17
94.0,5748589109705770@email.com,8624709418458499.0,30/09/2016 20:11:17
94.0,1033496192402450@email.com,8624709418458499.0,30/09/2016 20:11:17
95.0,2649449603236030@email.com,4977431208248590.0,30/09/2016 21:37:02
96.0,3733638396529020@email.com,8756023556827030.0,30/09/2016 21:41:56
97.0,2979844644980030@email.com,2709591865104920.0,01/10/2016 11:22:26
97.0,2508482171152150@email.com,2709591865104920.0,01/10/2016 11:22:26
98.0,5312626084588510@email.com,1873416880888540.0,01/10/2016 12:55:18
99.0,7667128087854820@email.com,7579884361337299.0,01/10/2016 14:57:16
100.0,3119686456535730@email.com,6646965452827500.0,01/10/2016 15:54:11
100.0,3481633830749250@email.com,6646965452827500.0,01/10/2016 15:54:11
101.0,5121574263543250@email.com,9849308021487720.0,01/10/2016 16:52:38
101.0,1218307478731440@email.com,4447040825799000.0,01/10/2016 16:52:38
102.0,9557045461462960@email.com,5108278705737490.0,01/10/2016 19:34:01
103.0,9197948777179100@email.com,9710139979977940.0,01/10/2016 20:07:47
103.0,9525116084681430@email.com,9710139979977940.0,01/10/2016 20:07:47
103.0,3106511636617570@email.com,9710139979977940.0,01/10/2016 20:07:47
103.0,6431631118933170@email.com,9710139979977940.0,01/10/2016 20:07:47
103.0,1975727992413120@email.com,9710139979977940.0,01/10/2016 20:07:47
103.0,7135786299529280@email.com,9710139979977940.0,01/10/2016 20:07:47
103.0,1185369790882270@email.com,9710139979977940.0,01/10/2016 20:07:47
104.0,7880508268512850@email.com,2401292689227160.0,01/10/2016 20:12:45
105.0,7487585628980120@email.com,7723173654100330.0,01/10/2016 20:13:48
105.0,1431868134852370@email.com,7723173654100330.0,01/10/2016 20:13:48
105.0,8434104912628280@email.com,7723173654100330.0,01/10/2016 20:13:48
105.0,8346517690694790@email.com,7723173654100330.0,01/10/2016 20:13:48
105.0,3080632276462710@email.com,7723173654100330.0,01/10/2016 20:13:48
105.0,4628191988634620@email.com,7723173654100330.0,01/10/2016 20:13:48
105.0,8314838016562360@email.com,7723173654100330.0,01/10/2016 20:13:48
105.0,4459768639103800@email.com,7723173654100330.0,01/10/2016 20:13:48
106.0,8287910489747740@email.com,2759210392597210.0,01/10/2016 20:21:36
107.0,7159483209757310@email.com,9295784893109980.0,01/10/2016 21:21:25
107.0,6608271676749820@email.com,9295784893109980.0,01/10/2016 21:21:25
107.0,5619829571726630@email.com,9295784893109980.0,01/10/2016 21:21:25
108.0,2367534095679290@email.com,7099448125413490.0,01/10/2016 21:54:21
109.0,8532695624020940@email.com,4603386329383190.0,01/10/2016 22:52:27
110.0,2036797200290320@email.com,3722053817727529.5,02/10/2016 10:15:10
111.0,4964852667557040@email.com,5190294348044180.0,02/10/2016 10:37:57
112.0,8331240109972870@email.com,4222055375102910.5,02/10/2016 11:44:19
112.0,1810280503415470@email.com,4222055375102910.5,02/10/2016 11:44:19
113.0,8386715381879050@email.com,1418738053904820.0,02/10/2016 13:45:13
113.0,8386715381879050@email.com,1418738053904820.0,02/10/2016 13:45:13
114.0,3703368813801070@email.com,2416139638352330.0,02/10/2016 14:03:46
115.0,1497487832310480@email.com,2878879965747580.0,02/10/2016 14:13:56
116.0,9332401616224420@email.com,1885545906973460.0,02/10/2016 14:17:28
116.0,4849829503400290@email.com,1885545906973460.0,02/10/2016 14:17:28
117.0,3977577543575310@email.com,7789620993203370.0,02/10/2016 15:06:23
117.0,3977577543575310@email.com,7789620993203370.0,02/10/2016 15:06:23
118.0,9889052508980600@email.com,6423200755094970.0,02/10/2016 15:56:48
118.0,7597125537672250@email.com,6423200755094970.0,02/10/2016 15:56:48
119.0,9898220327566500@email.com,8797808038218579.0,02/10/2016 17:55:20
120.0,1664881820681250@email.com,6744530558942510.0,02/10/2016 18:35:39
120.0,6277096045675280@email.com,6744530558942510.0,02/10/2016 18:35:39
121.0,9996095884841680@email.com,9652056617341230.0,02/10/2016 19:54:22
121.0,8570497061061080@email.com,9652056617341230.0,02/10/2016 19:54:22
121.0,5482807359616120@email.com,9652056617341230.0,02/10/2016 19:54:22
121.0,9996095884841680@email.com,9652056617341230.0,02/10/2016 19:54:22
121.0,9996095884841680@email.com,3018269044725560.0,02/10/2016 19:54:22
121.0,9883693373578990@email.com,9652056617341230.0,02/10/2016 19:54:22
121.0,7879598417301260@email.com,9652056617341230.0,02/10/2016 19:54:22
121.0,3802105590296990@email.com,9652056617341230.0,02/10/2016 19:54:22
121.0,1297920057129390@email.com,9652056617341230.0,02/10/2016 19:54:22
122.0,9729085369819800@email.com,7470192800656670.0,02/10/2016 20:55:33
123.0,6521348101701520@email.com,8111021565188621.0,02/10/2016 21:42:25
124.0,9179344095588450@email.com,5234304097008320.0,02/10/2016 21:51:29
124.0,3517902468019870@email.com,5234304097008320.0,02/10/2016 21:51:29
124.0,6119700112278940@email.com,5234304097008320.0,02/10/2016 21:51:29
124.0,9885096971612480@email.com,5234304097008320.0,02/10/2016 21:51:29
124.0,7453706267054620@email.com,5234304097008320.0,02/10/2016 21:51:29
125.0,2860569421534080@email.com,3264532677471030.0,02/10/2016 23:03:29
126.0,3998631011819330@email.com,8320832341811310.0,03/10/2016 00:00:26
127.0,9135749892020520@email.com,6783591557637830.0,03/10/2016 10:52:09
127.0,6160577009392020@email.com,6783591557637830.0,03/10/2016 10:52:09
128.0,4443464442126140@email.com,2575191654913730.0,03/10/2016 17:54:39
128.0,9205787011936700@email.com,2575191654913730.0,03/10/2016 17:54:39
129.0,5403213348438560@email.com,9508960560918860.0,03/10/2016 18:09:48
129.0,1697334864424540@email.com,9508960560918860.0,03/10/2016 18:09:48
130.0,7300140196961600@email.com,2566602410137020.0,03/10/2016 18:14:05
131.0,6186023581333890@email.com,3658251244745169.5,03/10/2016 18:31:35
132.0,2728858317715690@email.com,5608340770867260.0,03/10/2016 18:50:45
132.0,2728858317715690@email.com,3032131855286570.0,03/10/2016 18:50:45
132.0,2728858317715690@email.com,5608340770867260.0,03/10/2016 18:50:45
132.0,7625036198915950@email.com,5608340770867260.0,03/10/2016 18:50:45
133.0,7649216330635290@email.com,4261051488600550.5,03/10/2016 20:10:41
133.0,2698455380268090@email.com,4261051488600550.5,03/10/2016 20:10:41
133.0,9195426988488960@email.com,4261051488600550.5,03/10/2016 20:10:41
134.0,7007451468872720@email.com,4798462186018710.0,03/10/2016 21:02:21
135.0,3786188162946220@email.com,3518085393960380.0,04/10/2016 14:08:33
136.0,2118927829790620@email.com,4498031351042260.0,04/10/2016 16:05:34
136.0,8197866667734190@email.com,4498031351042260.0,04/10/2016 16:05:34
136.0,3892160439328230@email.com,4691112615146700.0,04/10/2016 16:05:34
136.0,3892160439328230@email.com,4498031351042260.0,04/10/2016 16:05:34
136.0,5190477092436290@email.com,4498031351042260.0,04/10/2016 16:05:34
137.0,2673218770460470@email.com,8898182861880710.0,04/10/2016 17:49:57
138.0,1486704546817280@email.com,1312006448545870.0,04/10/2016 18:07:09
138.0,6200214220214380@email.com,1312006448545870.0,04/10/2016 18:07:09
138.0,6500857997129190@email.com,1312006448545870.0,04/10/2016 18:07:09
138.0,7851730285678200@email.com,1312006448545870.0,04/10/2016 18:07:09
138.0,6726805238709790@email.com,1312006448545870.0,04/10/2016 18:07:09
139.0,6190356864317830@email.com,9424813065518660.0,04/10/2016 18:24:16
140.0,6118206737790090@email.com,8461348603907720.0,04/10/2016 18:26:56
140.0,5273267761070120@email.com,8461348603907720.0,04/10/2016 18:26:56
141.0,6219669216271970@email.com,3851214927055870.5,04/10/2016 20:54:30
141.0,6108551103388200@email.com,3851214927055870.5,04/10/2016 20:54:30
142.0,9685993023582080@email.com,7068284162470760.0,05/10/2016 14:46:55
142.0,4597490347964580@email.com,7068284162470760.0,05/10/2016 14:46:55
143.0,6285201965862060@email.com,7504472431214490.0,05/10/2016 15:15:58
144.0,4419309031762550@email.com,2044235947406660.0,05/10/2016 15:53:37
144.0,6624429013385210@email.com,2044235947406660.0,05/10/2016 15:53:37
145.0,4758656643927010@email.com,7983959510475421.0,05/10/2016 16:56:36
146.0,3931134218941650@email.com,9739023412637550.0,05/10/2016 18:58:29
146.0,3931134218941650@email.com,9739023412637550.0,05/10/2016 18:58:29
147.0,5553729585227580@email.com,6700519794147250.0,05/10/2016 21:02:04
148.0,8287910489747740@email.com,4660008244070770.0,05/10/2016 21:13:30
148.0,7984780795919590@email.com,4660008244070770.0,05/10/2016 21:13:30
149.0,5920407228221120@email.com,4506544618843930.0,05/10/2016 21:43:58
149.0,5920407228221120@email.com,4506544618843930.0,05/10/2016 21:43:58
150.0,3865329735650330@email.com,1765352551919440.0,05/10/2016 22:29:25
151.0,6071123921922790@email.com,5348517908205500.0,05/10/2016 23:21:34
152.0,5931748372653210@email.com,5303091857835200.0,06/10/2016 10:52:48
153.0,2789214809252460@email.com,6300899630416580.0,06/10/2016 11:07:21
153.0,5738107150945220@email.com,2253636270643210.0,06/10/2016 11:07:21
153.0,2455607816552180@email.com,2253636270643210.0,06/10/2016 11:07:21
154.0,7105319433765490@email.com,1575256254784240.0,06/10/2016 13:33:56
154.0,7349457734495750@email.com,1575256254784240.0,06/10/2016 13:33:56
155.0,6095597738909160@email.com,4094116799459190.5,06/10/2016 17:23:38
156.0,9938765128109010@email.com,8259222899234250.0,06/10/2016 19:44:04
156.0,8194291974407210@email.com,8259222899234250.0,06/10/2016 19:44:04
157.0,4583901078630890@email.com,9182041217766520.0,06/10/2016 21:59:08
158.0,2316180208434570@email.com,1287973801126840.0,06/10/2016 22:36:17
158.0,2316180208434570@email.com,1287973801126840.0,06/10/2016 22:36:17
159.0,5889638779308380@email.com,3866698479771460.0,07/10/2016 14:00:55
159.0,4027720942968190@email.com,3866698479771460.0,07/10/2016 14:00:55
159.0,9276270826821930@email.com,3866698479771460.0,07/10/2016 14:00:55
160.0,8652388454119710@email.com,2503190779381850.0,07/10/2016 19:31:00
161.0,5154217191864550@email.com,8442376901298610.0,07/10/2016 19:34:19
162.0,3235013230627210@email.com,6495094690218230.0,07/10/2016 20:44:59
163.0,2340333197576760@email.com,8442619774452880.0,07/10/2016 21:45:43
164.0,7429906514326820@email.com,7384121304036510.0,08/10/2016 10:06:24
164.0,4630351634296890@email.com,7384121304036510.0,08/10/2016 10:06:24
164.0,8106759201881240@email.com,7384121304036510.0,08/10/2016 10:06:24
165.0,8411691128129480@email.com,7272342468477370.0,08/10/2016 18:14:15
166.0,8072259628446590@email.com,3738247799259780.0,08/10/2016 19:50:05
166.0,7483225697733310@email.com,3738247799259780.0,08/10/2016 19:50:05
166.0,5189641406906800@email.com,3738247799259780.0,08/10/2016 19:50:05
167.0,4277127499972510@email.com,5091855428972940.0,08/10/2016 21:01:15
168.0,3755310300977660@email.com,5063311490033650.0,08/10/2016 21:20:33
169.0,9447882665658440@email.com,4331987617935590.5,08/10/2016 21:26:14
169.0,9447882665658440@email.com,4331987617935590.5,08/10/2016 21:26:14
170.0,8616899969108500@email.com,8446679954656160.0,08/10/2016 21:33:10
170.0,7201147684027410@email.com,8446679954656160.0,08/10/2016 21:33:10
170.0,2256859068787700@email.com,8446679954656160.0,08/10/2016 21:33:10
170.0,9982967660739060@email.com,8446679954656160.0,08/10/2016 21:33:10
170.0,9903753727150910@email.com,8446679954656160.0,08/10/2016 21:33:10
170.0,5742523108882600@email.com,8446679954656160.0,08/10/2016 21:33:10
170.0,1325606575028030@email.com,8446679954656160.0,08/10/2016 21:33:10
171.0,3658146900967450@email.com,5478617078217620.0,08/10/2016 21:37:11
171.0,8209541399748830@email.com,5478617078217620.0,08/10/2016 21:37:11
171.0,3634434640404130@email.com,5478617078217620.0,08/10/2016 21:37:11
172.0,6214415961156350@email.com,4759133472667490.0,09/10/2016 16:26:12
172.0,2895214758118180@email.com,4759133472667490.0,09/10/2016 16:26:12
172.0,2383382844464620@email.com,4759133472667490.0,09/10/2016 16:26:12
173.0,3719644415944860@email.com,5792658385185270.0,09/10/2016 16:32:52
174.0,8791568689070650@email.com,8544158016895010.0,09/10/2016 17:33:13
175.0,3215193929312500@email.com,3133251921240510.0,09/10/2016 18:24:43
175.0,8019251891600840@email.com,3133251921240510.0,09/10/2016 18:24:43
176.0,4013502556789970@email.com,2830850068849940.0,09/10/2016 19:15:40
176.0,6878194879312170@email.com,2830850068849940.0,09/10/2016 19:15:40
176.0,4013502556789970@email.com,2830850068849940.0,09/10/2016 19:15:40
177.0,3229785515854440@email.com,3186910846502700.0,09/10/2016 19:28:37
178.0,4405549013098190@email.com,4709103454138670.0,09/10/2016 20:46:27
179.0,7908934752194170@email.com,3164341056497870.0,09/10/2016 20:54:51
180.0,8791568689070650@email.com,3413842948599190.0,09/10/2016 21:26:26
181.0,9100926597112340@email.com,4521682418229870.0,09/10/2016 21:49:17
182.0,6108551103388200@email.com,6346096461195040.0,09/10/2016 22:07:55
183.0,4425958634807580@email.com,2046330982656460.0,10/10/2016 13:44:29
183.0,4425958634807580@email.com,2046330982656460.0,10/10/2016 13:44:29
184.0,6521348101701520@email.com,8001553341367859.0,10/10/2016 17:32:17
185.0,4227559673735240@email.com,7006898027558390.0,10/10/2016 19:25:47
186.0,5691293897293630@email.com,8869181248605160.0,10/10/2016 21:03:12
187.0,4060561553967690@email.com,4959180590207490.0,10/10/2016 22:47:11
187.0,2752144135729290@email.com,4959180590207490.0,10/10/2016 22:47:11
188.0,6485771297490840@email.com,9789571149161440.0,10/10/2016 22:51:05
188.0,2603781501081510@email.com,9789571149161440.0,10/10/2016 22:51:05
188.0,2603781501081510@email.com,9789571149161440.0,10/10/2016 22:51:05
189.0,4204770880583770@email.com,7105530752788770.0,11/10/2016 18:29:57
189.0,1830547176445560@email.com,7105530752788770.0,11/10/2016 18:29:57
189.0,5138734052898120@email.com,7105530752788770.0,11/10/2016 18:29:57
190.0,5465723339207880@email.com,9047733076537670.0,11/10/2016 20:34:30
190.0,9424811811647010@email.com,9047733076537670.0,11/10/2016 20:34:30
